mean,CI2.5,CI97.5,sd,n_eff,rhat,trial,condition,repo,comorbidity,Var1,Var2
0.23,-0.104,0.554,0.168,1191.56,0.999,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Asthma : Pain,Asthma,Pain
-0.36,-0.749,0.109,0.223,431.86,1.006,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.32,0.012,0.593,0.148,1302.97,1.001,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0.3,0.001,0.566,0.144,1194.39,1,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Arthritis : Asthma,Arthritis,Asthma
0.29,-0.088,0.611,0.18,1062.85,1,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.24,-0.109,0.562,0.175,1121.55,1.002,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.43,0.111,0.697,0.149,1716.48,1.001,28431754DIA3011,Diabetes_Mellitus_Type_2,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.02,-0.2,0.161,0.091,1623.58,1,ART3001,Rheumatoid_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.29,0.068,0.491,0.107,2282.81,1,ART3001,Rheumatoid_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.04,-0.309,0.367,0.173,1637.55,1,ART3001,Rheumatoid_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.63,0.416,0.801,0.1,2556.68,0.999,ART3001,Rheumatoid_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.04,-0.205,0.276,0.124,1387.58,1.001,ART3001,Rheumatoid_arthritis,YODA,Osteoporosis : Pain,Osteoporosis,Pain
0.24,0.033,0.437,0.103,2961.84,1,ART3001,Rheumatoid_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.16,-0.132,0.453,0.151,2865.28,1,ART3001,Rheumatoid_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.04,-0.24,0.308,0.141,2426.53,1.001,ART3001,Rheumatoid_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.02,-0.249,0.213,0.121,1856.31,1.001,ART3001,Rheumatoid_arthritis,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.23,-0.134,0.56,0.179,1810.81,1,ART3001,Rheumatoid_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.01,-0.354,0.365,0.185,1052.67,1.002,ART3001,Rheumatoid_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0,-0.3,0.308,0.156,1018.21,1.001,ART3001,Rheumatoid_arthritis,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.13,-0.308,0.551,0.225,528.62,1.004,ART3001,Rheumatoid_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.38,-0.869,0.15,0.274,194.74,1.017,ART3001,Rheumatoid_arthritis,YODA,Asthma : Osteoporosis,Asthma,Osteoporosis
0.11,-0.252,0.439,0.178,577.98,1.009,ART3001,Rheumatoid_arthritis,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.01,-0.127,0.092,0.057,2541.75,1,C0168T29,Rheumatoid_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.1,-0.251,0.049,0.076,2298.4,0.999,C0168T29,Rheumatoid_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.06,-0.12,0.236,0.09,2573.65,1,C0168T29,Rheumatoid_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.21,0.085,0.333,0.063,2252.94,1.001,C0168T29,Rheumatoid_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
-0.12,-0.325,0.111,0.112,2217.17,1,C0168T29,Rheumatoid_arthritis,YODA,Osteoporosis : Pain,Osteoporosis,Pain
-0.15,-0.306,0.015,0.082,2085.67,1,C0168T29,Rheumatoid_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.07,-0.273,0.116,0.099,1985.51,1,C0168T29,Rheumatoid_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.18,0.05,0.311,0.066,1989.26,1,C0168T29,Rheumatoid_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.13,-0.098,0.332,0.111,2402.72,1,C0168T29,Rheumatoid_arthritis,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
-0.05,-0.312,0.198,0.13,1201.73,1,C0168T29,Rheumatoid_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.22,0.042,0.377,0.086,1132.76,1.002,C0168T29,Rheumatoid_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.03,-0.31,0.241,0.143,1311.05,1.002,C0168T29,Rheumatoid_arthritis,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.18,-0.023,0.381,0.103,990.79,1.002,C0168T29,Rheumatoid_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
0.16,-0.154,0.444,0.157,904.63,1.009,C0168T29,Rheumatoid_arthritis,YODA,Asthma : Osteoporosis,Asthma,Osteoporosis
0.07,-0.183,0.308,0.123,1892.67,1,C0168T29,Rheumatoid_arthritis,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
0.07,-0.078,0.22,0.075,3038.24,1,C0524T05,Rheumatoid_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.09,-0.295,0.122,0.107,2483.67,1.001,C0524T05,Rheumatoid_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.36,0.161,0.53,0.094,3384.76,1,C0524T05,Rheumatoid_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.38,0.212,0.525,0.078,3013.78,1,C0524T05,Rheumatoid_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
-0.15,-0.383,0.1,0.125,3000.6,1,C0524T05,Rheumatoid_arthritis,YODA,Osteoporosis : Pain,Osteoporosis,Pain
0.06,-0.152,0.27,0.107,2631.01,1.001,C0524T05,Rheumatoid_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
-0.06,-0.292,0.17,0.117,2797.62,1,C0524T05,Rheumatoid_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.19,0.009,0.366,0.092,2854.47,1,C0524T05,Rheumatoid_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.09,-0.32,0.139,0.118,2623.5,1,C0524T05,Rheumatoid_arthritis,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.01,-0.309,0.321,0.16,1040.43,1.001,C0524T05,Rheumatoid_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.05,-0.209,0.297,0.128,917.66,1.005,C0524T05,Rheumatoid_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.26,-0.625,0.14,0.2,875.73,1.003,C0524T05,Rheumatoid_arthritis,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.29,0.051,0.502,0.116,1502.35,1,C0524T05,Rheumatoid_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.12,-0.494,0.275,0.195,902.14,1.002,C0524T05,Rheumatoid_arthritis,YODA,Asthma : Osteoporosis,Asthma,Osteoporosis
-0.15,-0.437,0.161,0.153,1670.47,1.001,C0524T05,Rheumatoid_arthritis,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.02,-0.186,0.14,0.083,1816.15,1,C0524T06,Rheumatoid_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.33,0.133,0.515,0.098,1877.66,1.001,C0524T06,Rheumatoid_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.28,-0.05,0.555,0.155,2361.54,1,C0524T06,Rheumatoid_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.2,0.007,0.381,0.096,1797.27,1.002,C0524T06,Rheumatoid_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.07,-0.138,0.269,0.103,1292.7,1.001,C0524T06,Rheumatoid_arthritis,YODA,Osteoporosis : Pain,Osteoporosis,Pain
0.02,-0.194,0.237,0.112,2001.42,1.001,C0524T06,Rheumatoid_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.15,-0.183,0.481,0.17,1737.32,1.001,C0524T06,Rheumatoid_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.24,0.055,0.425,0.097,2138.79,1,C0524T06,Rheumatoid_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.13,-0.071,0.329,0.102,1699.22,1,C0524T06,Rheumatoid_arthritis,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.05,-0.358,0.433,0.203,1037.08,1,C0524T06,Rheumatoid_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.13,-0.113,0.383,0.127,872.49,1.002,C0524T06,Rheumatoid_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.16,-0.113,0.428,0.137,630.73,1.005,C0524T06,Rheumatoid_arthritis,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.44,0.126,0.709,0.151,390.36,1.005,C0524T06,Rheumatoid_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.38,-0.804,0.138,0.25,173.32,1.018,C0524T06,Rheumatoid_arthritis,YODA,Asthma : Osteoporosis,Asthma,Osteoporosis
-0.22,-0.461,0.053,0.134,1403.88,1.001,C0524T06,Rheumatoid_arthritis,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
0.02,-0.168,0.2,0.093,2444.99,1.001,C0524T08,Psoriatic_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.17,-0.027,0.369,0.1,2809.28,1,C0524T08,Psoriatic_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.33,0.087,0.549,0.119,2763.5,1,C0524T08,Psoriatic_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.17,-0.103,0.432,0.138,2695.29,1,C0524T08,Psoriatic_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
-0.05,-0.303,0.208,0.128,2055.65,1.001,C0524T08,Psoriatic_arthritis,YODA,Diabetes : Pain,Diabetes,Pain
0.07,-0.15,0.291,0.11,2074.17,1.001,C0524T08,Psoriatic_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.15,-0.084,0.378,0.122,1925.2,1,C0524T08,Psoriatic_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.01,-0.336,0.305,0.164,1955.03,1.004,C0524T08,Psoriatic_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.46,0.248,0.652,0.103,2420.72,1,C0524T08,Psoriatic_arthritis,YODA,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.22,-0.049,0.479,0.133,2076.66,1,C0524T08,Psoriatic_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
0.27,-0.032,0.549,0.147,2373.95,0.999,C0524T08,Psoriatic_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.01,-0.282,0.317,0.154,1247.17,1,C0524T08,Psoriatic_arthritis,YODA,Anxiety : Diabetes,Anxiety,Diabetes
0.37,0.055,0.651,0.153,2024.7,1.001,C0524T08,Psoriatic_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.04,-0.311,0.371,0.178,926.32,1,C0524T08,Psoriatic_arthritis,YODA,Asthma : Diabetes,Asthma,Diabetes
0.17,-0.182,0.509,0.179,1195.82,1.003,C0524T08,Psoriatic_arthritis,YODA,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.15,-0.071,0.358,0.109,2983.09,1,C0524T09,Axial_Spondyloarthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.25,0.041,0.439,0.102,3209.06,1,C0524T09,Axial_Spondyloarthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.27,0.006,0.513,0.129,3244.05,0.999,C0524T09,Axial_Spondyloarthritis,YODA,Asthma : Pain,Asthma,Pain
0.34,0.061,0.608,0.145,2238.72,1,C0524T09,Axial_Spondyloarthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.16,-0.145,0.471,0.159,2264.05,1,C0524T09,Axial_Spondyloarthritis,YODA,Diabetes : Pain,Diabetes,Pain
0.07,-0.184,0.334,0.134,1900.4,1,C0524T09,Axial_Spondyloarthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.34,-0.653,0.019,0.177,1331.68,1.003,C0524T09,Axial_Spondyloarthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.16,-0.157,0.474,0.161,2218.04,1,C0524T09,Axial_Spondyloarthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.52,0.193,0.789,0.153,2042.22,0.999,C0524T09,Axial_Spondyloarthritis,YODA,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.09,-0.217,0.395,0.156,2631.97,1.001,C0524T09,Axial_Spondyloarthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.1,-0.475,0.28,0.195,1877.25,1,C0524T09,Axial_Spondyloarthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.25,-0.08,0.554,0.167,2553.84,0.999,C0524T09,Axial_Spondyloarthritis,YODA,Anxiety : Diabetes,Anxiety,Diabetes
-0.23,-0.695,0.255,0.253,723.17,1.006,C0524T09,Axial_Spondyloarthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.04,-0.492,0.404,0.228,923.09,1.005,C0524T09,Axial_Spondyloarthritis,YODA,Asthma : Diabetes,Asthma,Diabetes
0.28,-0.131,0.624,0.196,2071.19,1,C0524T09,Axial_Spondyloarthritis,YODA,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.03,-0.112,0.173,0.073,3163.5,1,C0524T11,Rheumatoid_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.15,-0.033,0.326,0.093,2986.48,1.001,C0524T11,Rheumatoid_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.19,-0.026,0.392,0.108,2740.32,1,C0524T11,Rheumatoid_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.33,0.166,0.472,0.076,2612.38,1,C0524T11,Rheumatoid_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.15,-0.012,0.316,0.083,3018.64,1,C0524T11,Rheumatoid_arthritis,YODA,Osteoporosis : Pain,Osteoporosis,Pain
-0.06,-0.246,0.133,0.098,2749.54,1,C0524T11,Rheumatoid_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.06,-0.158,0.274,0.112,2864.55,0.999,C0524T11,Rheumatoid_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.16,0.001,0.32,0.081,2547.09,0.999,C0524T11,Rheumatoid_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.04,-0.123,0.204,0.085,3108.42,1,C0524T11,Rheumatoid_arthritis,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
0.1,-0.157,0.346,0.127,2207.4,1,C0524T11,Rheumatoid_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.05,-0.153,0.257,0.105,1660.67,0.999,C0524T11,Rheumatoid_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.16,-0.042,0.354,0.103,1824.8,1.001,C0524T11,Rheumatoid_arthritis,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.25,0.021,0.461,0.112,1450.79,1.001,C0524T11,Rheumatoid_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.03,-0.267,0.209,0.122,1072.13,1.001,C0524T11,Rheumatoid_arthritis,YODA,Asthma : Osteoporosis,Asthma,Osteoporosis
0.11,-0.068,0.282,0.09,2364.62,1,C0524T11,Rheumatoid_arthritis,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
0.08,-0.049,0.202,0.065,2811.33,1,C0524T12,Rheumatoid_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.1,-0.076,0.267,0.087,3191.68,1.001,C0524T12,Rheumatoid_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.14,-0.076,0.348,0.11,2400.64,1,C0524T12,Rheumatoid_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.23,0.072,0.377,0.078,2787.74,1,C0524T12,Rheumatoid_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.01,-0.157,0.182,0.088,2577.63,1,C0524T12,Rheumatoid_arthritis,YODA,Osteoporosis : Pain,Osteoporosis,Pain
0.03,-0.139,0.212,0.089,2646.46,1,C0524T12,Rheumatoid_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.16,-0.055,0.372,0.109,3232.01,1,C0524T12,Rheumatoid_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
0.19,0.045,0.338,0.076,2655.9,1,C0524T12,Rheumatoid_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.13,-0.03,0.295,0.085,2722.88,1.001,C0524T12,Rheumatoid_arthritis,YODA,Cardiovascular : Osteoporosis,Cardiovascular,Osteoporosis
-0.06,-0.344,0.237,0.15,1545.86,1,C0524T12,Rheumatoid_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.22,0.021,0.409,0.101,1674.71,1.001,C0524T12,Rheumatoid_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.16,-0.061,0.367,0.109,1758.86,1,C0524T12,Rheumatoid_arthritis,YODA,Acid-related disease : Osteoporosis,Acid-related disease,Osteoporosis
0.37,0.14,0.562,0.107,1275.27,1.002,C0524T12,Rheumatoid_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.15,-0.435,0.148,0.147,775.15,1.009,C0524T12,Rheumatoid_arthritis,YODA,Asthma : Osteoporosis,Asthma,Osteoporosis
0.18,-0.018,0.37,0.097,2033.08,1,C0524T12,Rheumatoid_arthritis,YODA,Anxiety : Osteoporosis,Anxiety,Osteoporosis
-0.01,-0.203,0.196,0.101,1841.98,1.002,C0743T08,Psoriasis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.45,0.276,0.612,0.087,1915.84,1,C0743T08,Psoriasis,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.03,-0.201,0.261,0.117,2272.98,0.999,C0743T08,Psoriasis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.26,-0.584,0.081,0.17,1535.09,1.001,C0743T08,Psoriasis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.02,-0.315,0.265,0.149,1650.56,1.001,C0743T08,Psoriasis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.1,-0.111,0.302,0.108,2094.48,1,C0743T08,Psoriasis,YODA,Arthritis : Pain,Arthritis,Pain
-0.07,-0.31,0.172,0.124,1884.75,0.999,C0743T08,Psoriasis,YODA,Anxiety : Pain,Anxiety,Pain
-0,-0.342,0.324,0.172,2200.39,1.001,C0743T08,Psoriasis,YODA,Asthma : Pain,Asthma,Pain
0.16,-0.171,0.451,0.158,1796.92,1.004,C0743T08,Psoriasis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
-0.06,-0.304,0.176,0.123,1555.86,1.002,C0743T08,Psoriasis,YODA,Anxiety : Arthritis,Anxiety,Arthritis
-0.17,-0.5,0.188,0.179,1490.59,1.002,C0743T08,Psoriasis,YODA,Arthritis : Asthma,Arthritis,Asthma
-0.5,-0.835,-0.079,0.197,542.15,1.005,C0743T08,Psoriasis,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
-0.48,-0.88,0.029,0.245,553.53,1.004,C0743T08,Psoriasis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.11,-0.467,0.257,0.184,1003.52,1.001,C0743T08,Psoriasis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.16,-0.264,0.538,0.204,919.76,1.007,C0743T08,Psoriasis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.17,-0.346,0.007,0.088,2105.4,1,C0743T09,Psoriasis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.52,0.387,0.64,0.065,2225.79,0.999,C0743T09,Psoriasis,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
-0.02,-0.197,0.15,0.089,2224.57,1.001,C0743T09,Psoriasis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
-0.01,-0.263,0.253,0.133,1980.06,1,C0743T09,Psoriasis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.01,-0.249,0.219,0.12,1461.04,1,C0743T09,Psoriasis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.22,0.047,0.383,0.087,2285.27,1,C0743T09,Psoriasis,YODA,Arthritis : Pain,Arthritis,Pain
0.04,-0.152,0.218,0.096,1670.23,1.002,C0743T09,Psoriasis,YODA,Anxiety : Pain,Anxiety,Pain
-0.25,-0.549,0.072,0.161,1353.95,1.002,C0743T09,Psoriasis,YODA,Asthma : Pain,Asthma,Pain
-0.02,-0.284,0.251,0.137,903.9,1.002,C0743T09,Psoriasis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
-0.12,-0.307,0.07,0.096,1271.64,1,C0743T09,Psoriasis,YODA,Anxiety : Arthritis,Anxiety,Arthritis
0.06,-0.223,0.313,0.137,1726.25,1,C0743T09,Psoriasis,YODA,Arthritis : Asthma,Arthritis,Asthma
-0.39,-0.664,-0.109,0.142,737.74,1.002,C0743T09,Psoriasis,YODA,Acid-related disease : Arthritis,Acid-related disease,Arthritis
0.02,-0.254,0.294,0.141,2081.78,1,C0743T09,Psoriasis,YODA,Anxiety : Asthma,Anxiety,Asthma
0.08,-0.169,0.32,0.126,1379.65,0.999,C0743T09,Psoriasis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.44,-0.868,0.088,0.257,319.59,1.012,C0743T09,Psoriasis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.29,0.001,0.541,0.139,1650.56,1.001,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.3,-0.082,0.636,0.189,2861.68,1,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.44,-0.004,0.777,0.203,3240.74,1,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.17,-0.193,0.502,0.18,1882.68,1.003,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
-0.04,-0.466,0.398,0.225,1316.17,1,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Diabetes : Pain,Diabetes,Pain
0.3,-0.102,0.657,0.198,2972.53,1,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.13,-0.329,0.574,0.236,2664.82,1.001,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.06,-0.481,0.364,0.218,1250.64,1.002,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.18,-0.219,0.568,0.202,1946.32,1,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.04,-0.573,0.602,0.304,1629.6,1.002,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
-0.14,-0.734,0.451,0.32,572.63,1.008,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
-0.12,-0.731,0.499,0.32,693.47,1.005,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Anxiety : Diabetes,Anxiety,Diabetes
-0.07,-0.672,0.525,0.314,490.46,1.004,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
-0.16,-0.741,0.456,0.322,691.05,1.001,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Asthma : Diabetes,Asthma,Diabetes
0.25,-0.208,0.644,0.223,1668.69,1.002,CNTO1275PSA3001,Psoriatic_arthritis,YODA,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.08,-0.219,0.374,0.153,2384.79,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Cardiovascular : Pain,Cardiovascular,Pain
0.45,0.17,0.679,0.131,2338.66,1.002,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Anxiety : Pain,Anxiety,Pain
0.3,-0.112,0.68,0.21,1955.55,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Asthma : Pain,Asthma,Pain
0.12,-0.221,0.466,0.178,1876.82,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Acid-related disease : Pain,Acid-related disease,Pain
0.12,-0.254,0.493,0.193,2118.94,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Diabetes : Pain,Diabetes,Pain
0.28,-0.029,0.562,0.155,1619.57,1.002,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Anxiety : Cardiovascular,Anxiety,Cardiovascular
0.29,-0.162,0.682,0.221,2370.26,0.999,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Asthma : Cardiovascular,Asthma,Cardiovascular
-0.38,-0.809,0.119,0.25,774.5,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
0.2,-0.195,0.567,0.198,1767.71,1.001,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Cardiovascular : Diabetes,Cardiovascular,Diabetes
0.67,0.299,0.919,0.161,2031.43,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Anxiety : Asthma,Anxiety,Asthma
0.11,-0.286,0.478,0.197,2045.08,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Acid-related disease : Anxiety,Acid-related disease,Anxiety
0.2,-0.189,0.572,0.198,1344.21,1,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Anxiety : Diabetes,Anxiety,Diabetes
-0.04,-0.586,0.49,0.275,834.75,1.001,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Acid-related disease : Asthma,Acid-related disease,Asthma
0.36,-0.123,0.758,0.229,899.78,1.001,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Asthma : Diabetes,Asthma,Diabetes
0.06,-0.409,0.513,0.24,1444.74,1.001,CNTO1275PSA3002,Psoriatic_arthritis,YODA,Acid-related disease : Diabetes,Acid-related disease,Diabetes
0.07,-0.143,0.29,0.112,2663.84,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Cardiovascular : Pain,Cardiovascular,Pain
-0.18,-0.41,0.068,0.119,2741.12,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Arthritis : Cardiovascular,Arthritis,Cardiovascular
0.02,-0.269,0.317,0.149,2489.12,1,DIA3002,Diabetes_Mellitus_Type_2,YODA,Acid-related disease : Cardiovascular,Acid-related disease,Cardiovascular
