trial,Omega,tail_ess,bulk_ess
GSKCOR103561,Omega.2.5,2857.14187450921,2917.7748704421
GSKDB2113360_v02,Omega.2.5,2831.6833172521,2977.41002143507
GSKFFA112059,Omega.2.5,2742.41105579446,3063.55320857952
GSKFFA115285,Omega.2.5,2983.77163058256,2480.77926716565
GSKHGS1006_C1056_v05,Omega.2.5,3031.28073134282,2488.4972709089
GSKHGS1006_C1057_v03,Omega.2.5,2904.79990884475,3153.46588099749
GSKMEA115588,Omega.2.5,2947.97843139278,2916.87120175488
GSKROR104836,Omega.2.5,2919.00451915068,3245.57511994598
GAL-ALZ-302,Omega.2.5,2926.36904946237,2869.86582376602
C0168T29,Omega.2.5,2732.10124730902,2613.29963932464
Gal-Int-11_24m,Omega.2.5,2950.862138214,2746.72930399845
Gal-Int-18_24m,Omega.2.5,2828.52699040898,2893.24414086829
C0524T05,Omega.2.5,3073.343145305,2977.18362547019
C0524T06,Omega.2.5,2859.07583151296,2914.10815814305
C0524T09,Omega.2.5,2909.32332610563,3006.00793918134
C0524T08,Omega.2.5,2829.49300511818,2824.57048659012
C0743T08,Omega.2.5,2776.99123394702,2939.28152321233
C0524T11,Omega.2.5,2833.46696268941,2829.79885324125
C0743T09,Omega.2.5,2945.28624632526,3126.93695749396
C0524T12,Omega.2.5,2862.86996568756,2689.40000612828
DIA3009,Omega.2.5,2943.61079251479,2910.91022553395
ART3001,Omega.2.5,2806.98993069927,2990.75974464091
CNTO1275PSA3001,Omega.2.5,2909.89547940315,2883.97940040945
CNTO1275PSA3002,Omega.2.5,3074.50708411275,3172.2763169309
DIA3005,Omega.2.5,2745.15672951224,2870.88592173402
DIA3002,Omega.2.5,2865.06233829588,2810.86378510045
DIA3010,Omega.2.5,2980.93538727589,3026.23379617039
DIA3006,Omega.2.5,2941.6182974056,3283.53437173508
DIA3012,Omega.2.5,2947.8495335485,3031.6180614212
DIA3015,Omega.2.5,3016.49160481786,2984.51914068844
28431754DIA3014,Omega.2.5,2978.05045365145,3013.77202803718
28431754DIA3011,Omega.2.5,2560.87387423619,2945.58164781108
BI107_210,Omega.3.5,2323.79083563525,2624.90149365062
BI1245_36,Omega.3.5,2886.51866548802,2969.00751855135
BI1276_1,Omega.3.5,2763.84284735201,2587.22764015039
BI244_2484,Omega.3.5,2826.4438896924,3143.99597345935
BI248_524,Omega.3.5,2792.51673895046,2770.99706556786
BI248_525,Omega.3.5,3070.59933563827,3060.95158193992
BI248_622,Omega.3.5,3033.74488679875,3079.47461365664
BI248_629,Omega.3.5,2904.75070083845,2892.57252678706
BI502_254,Omega.3.5,2945.52551359079,3114.63316084565
BI502_256,Omega.3.5,2831.65420605116,2851.31619974934
BI502_316,Omega.3.5,2623.63676797889,3184.76703377075
BI502_317,Omega.3.5,2939.71559419958,3158.14180415353
BI502_327,Omega.3.5,2697.22615200973,3018.48339547389
BI502_376,Omega.3.5,2723.8414122801,2872.97881080193
BI502_391,Omega.3.5,2792.87373610206,1781.26283615814
BI502_392,Omega.3.5,2472.36136532144,2755.51792387819
BI502_396,Omega.3.5,2854.17912213541,2970.66748253099
BI502_397,Omega.3.5,2834.0719093178,1861.46250349483
BI502_413,Omega.3.5,2607.32601208664,3128.06109846156
BI502_550,Omega.3.5,2692.50231299814,2064.99528402845
LILLY_B3D_MC_GHAC,Omega.3.5,3031.31618628504,3197.56540312202
LILLY_B3D_US_GHBZ,Omega.3.5,3025.13391951571,3225.37284679323
LILLY_H6D_MC_LVGY,Omega.3.5,2990.65684873063,3036.56051502166
LILLY_H6D_MC_LVHB,Omega.3.5,2823.87868243986,2801.58615206622
LILLY_H6D_MC_LVHG,Omega.3.5,2867.49434632594,2912.03740773075
LILLY_H6D_MC_LVHJ,Omega.3.5,2861.55368660327,2903.8883462457
LILLY_H6D_MC_LVHR,Omega.3.5,2734.75972646386,3021.77832318585
LILLY_H6D_MC_LVHS,Omega.3.5,2883.42618936025,3066.76017842464
LILLY_H6D_MC_LVID,Omega.3.5,2856.64436758132,2819.66520564598
LILLY_H9X_MC_GBCF,Omega.3.5,2615.83667249974,2979.63463091416
LILLY_H9X_MC_GBDA,Omega.3.5,2788.97611746264,2844.23759535016
LILLY_H9X_MC_GBDB,Omega.3.5,3050.73798970695,2969.44582215445
LILLY_H9X_MC_GBDC,Omega.3.5,2868.36602519381,2825.99597618508
LILLY_H9X_MC_GBDD,Omega.3.5,3071.58343797052,3168.38416700223
LILLY_H9X_MC_GBDE,Omega.3.5,2754.48112553798,2852.33666438366
LILLY_H9X_MC_GBDG,Omega.3.5,2945.28925382992,2747.97829263629
RCHNA25220,Omega.3.5,2947.49515241725,3033.36545031489
RCHWA19924,Omega.3.5,2870.77192012985,2935.19902052901
TKASYR322_305,Omega.3.5,2556.56394021028,2714.33494791684
TKASYR322_402,Omega.3.5,2907.03130217557,2959.83974819058
GSK101468_169,Omega.3.5,2892.23371716055,2921.09006531277
GSK101468_204,Omega.3.5,2988.12034217861,3157.70353916492
GSK101468_205,Omega.3.5,2892.57291786144,2765.09179338997
GSK101468_249,Omega.3.5,3000.39080059311,2908.82650117438
GSK200109,Omega.3.5,2813.88030744792,3209.89487025739
GSK200110,Omega.3.5,2766.32639680927,2888.78395842469
GSK201315,Omega.3.5,2944.68784756614,2968.3092667513
GSKAC4116135,Omega.3.5,2796.14064671011,2581.71470226989
GSKAVA102670_v02,Omega.3.5,2990.28932226153,3112.87075700952
GSKAVA102672_v02,Omega.3.5,3031.46143958662,3154.79036801441
GSKAVA105640_v02,Omega.3.5,2906.5319505183,2911.92024824967
GSKB2C112060,Omega.3.5,2794.69824001519,3002.87410138283
GSKCOR103561,Omega.3.5,2988.70055213234,3150.57123473752
GSKDB2113360_v02,Omega.3.5,2786.46957218285,2893.74714494142
GSKFFA112059,Omega.3.5,2704.28648187858,2997.21844316523
GSKFFA115285,Omega.3.5,3027.32619870381,2891.03304011263
GSKHGS1006_C1056_v05,Omega.3.5,2769.29821648605,2683.43120531563
GSKHGS1006_C1057_v03,Omega.3.5,2729.18054202771,2858.45373180305
GSKMEA115588,Omega.3.5,3031.69577896381,3122.01769861562
GSKROR104836,Omega.3.5,2609.50955159429,2561.2110577242
GAL-ALZ-302,Omega.3.5,2988.91727462711,2821.40870049931
C0168T29,Omega.3.5,2677.20628499203,2654.59301026093
Gal-Int-11_24m,Omega.3.5,3028.66713339456,2894.63445431832
Gal-Int-18_24m,Omega.3.5,2939.47904964141,3147.04348808926
C0524T05,Omega.3.5,2923.29395930892,3019.59990562218
C0524T06,Omega.3.5,2953.19244044924,3103.83834759681
C0524T09,Omega.3.5,2917.86308398006,3019.65962277478
C0524T08,Omega.3.5,2908.79339675511,3017.92223797215
C0743T08,Omega.3.5,3031.70338027537,3042.80952291374
C0524T11,Omega.3.5,2698.78480783523,2898.25677288422
C0743T09,Omega.3.5,3121.03285958079,3111.52015102142
C0524T12,Omega.3.5,2909.91594839649,2792.89473514303
DIA3009,Omega.3.5,2845.58513674856,2612.99239081176
ART3001,Omega.3.5,2873.93930136759,2864.09972707207
CNTO1275PSA3001,Omega.3.5,2718.80283446451,3105.51353435038
CNTO1275PSA3002,Omega.3.5,2939.17271000271,2939.12482085744
DIA3005,Omega.3.5,3075.0541052882,3158.2449299544
DIA3002,Omega.3.5,3012.03063923812,2990.09440706968
DIA3010,Omega.3.5,2829.2411978238,2739.56568142483
DIA3006,Omega.3.5,2563.34430122955,2828.05340640941
DIA3012,Omega.3.5,2821.07446288808,2889.9906484174
DIA3015,Omega.3.5,3005.43554334161,2931.86049832686
28431754DIA3014,Omega.3.5,2870.70565316936,3255.94765229945
28431754DIA3011,Omega.3.5,2945.38812466848,2906.11170024397
BI107_210,Omega.4.5,2715.29066541945,3049.10730441449
BI1245_36,Omega.4.5,3031.28866008442,3010.55463106385
BI1276_1,Omega.4.5,2989.52863492948,2845.73252590143
BI244_2484,Omega.4.5,2907.85894454895,2935.69631661707
BI248_524,Omega.4.5,2781.99060578821,2815.28882448112
BI248_525,Omega.4.5,2838.65162179128,2682.65138738436
BI248_622,Omega.4.5,2962.95942426325,2877.7308734791
BI248_629,Omega.4.5,2865.13598357039,2704.97859521521
BI502_254,Omega.4.5,2815.04846801196,2941.51231517383
BI502_256,Omega.4.5,2947.94620533242,2582.42535091781
BI502_316,Omega.4.5,3074.80347922578,2829.10465419197
BI502_317,Omega.4.5,2946.59367294866,2709.70431556502
BI502_327,Omega.4.5,2658.3679367374,2976.58367223193
BI502_376,Omega.4.5,2685.74695509343,2584.61491077615
BI502_391,Omega.4.5,2828.73142493267,2964.87327446432
BI502_392,Omega.4.5,2722.40491448224,2997.51213051849
BI502_396,Omega.4.5,2795.41205775463,2907.09377014798
BI502_397,Omega.4.5,2943.01594415598,2778.63863099686
BI502_413,Omega.4.5,2946.69022011379,3133.25755274481
BI502_550,Omega.4.5,2865.98378431997,2728.09801776295
LILLY_B3D_MC_GHAC,Omega.4.5,3074.39325700321,3213.65050892807
LILLY_B3D_US_GHBZ,Omega.4.5,2847.92805250294,3122.09456808671
LILLY_H6D_MC_LVGY,Omega.4.5,2921.99651054673,2893.59942242993
LILLY_H6D_MC_LVHB,Omega.4.5,2826.10304682583,2883.13223331304
LILLY_H6D_MC_LVHG,Omega.4.5,2718.75836646716,2956.54754607876
LILLY_H6D_MC_LVHJ,Omega.4.5,2860.63811565673,2878.27203773706
LILLY_H6D_MC_LVHR,Omega.4.5,2868.8773877831,2973.8553553095
LILLY_H6D_MC_LVHS,Omega.4.5,2841.61165571682,2875.60609981425
LILLY_H6D_MC_LVID,Omega.4.5,2831.46963208429,2826.93144684539
LILLY_H9X_MC_GBCF,Omega.4.5,3033.81416230642,2762.27454363923
LILLY_H9X_MC_GBDA,Omega.4.5,2888.3764680255,3005.36942780078
LILLY_H9X_MC_GBDB,Omega.4.5,2946.07891642916,2665.5678200557
LILLY_H9X_MC_GBDC,Omega.4.5,2837.9040706558,2854.5197037066
LILLY_H9X_MC_GBDD,Omega.4.5,3076.05721531457,3197.47383423384
LILLY_H9X_MC_GBDE,Omega.4.5,2943.93378949158,3001.9354391892
LILLY_H9X_MC_GBDG,Omega.4.5,2774.62734314884,2680.88922976663
RCHNA25220,Omega.4.5,2963.34257734171,3272.93898482705
RCHWA19924,Omega.4.5,2617.59485179897,2953.60014002294
TKASYR322_305,Omega.4.5,2334.2097739232,2860.01328269998
TKASYR322_402,Omega.4.5,2906.98170004512,2960.46734033737
GSK101468_169,Omega.4.5,3066.75060768011,2660.27131173192
GSK101468_204,Omega.4.5,2909.16743399034,2860.62532868826
GSK101468_205,Omega.4.5,3031.73794793534,2998.36109963867
GSK101468_249,Omega.4.5,2985.29857082811,3208.30326966733
GSK200109,Omega.4.5,2947.94630969614,3126.55105891357
GSK200110,Omega.4.5,2915.95849304421,2889.84753927237
GSK201315,Omega.4.5,2912.59308633871,2799.40449829399
GSKAC4116135,Omega.4.5,2794.55749378937,2987.56890549848
GSKAVA102670_v02,Omega.4.5,2928.57199070547,3019.68394213144
GSKAVA102672_v02,Omega.4.5,2909.0115673293,2848.98051379687
GSKAVA105640_v02,Omega.4.5,2987.88704164046,2909.52838653167
GSKB2C112060,Omega.4.5,2965.04866332916,2944.28895764661
GSKCOR103561,Omega.4.5,2929.23382672554,2821.06156719035
GSKDB2113360_v02,Omega.4.5,2847.77135213985,2816.46384185975
GSKFFA112059,Omega.4.5,2672.36324558751,2844.04246800983
GSKFFA115285,Omega.4.5,2865.949151335,2689.19008374339
GSKHGS1006_C1056_v05,Omega.4.5,2513.94455807693,2923.70117680999
GSKHGS1006_C1057_v03,Omega.4.5,2529.37581346828,2907.06640786664
GSKMEA115588,Omega.4.5,2634.25714031626,2871.21522292206
GSKROR104836,Omega.4.5,3032.46414061013,3089.94789776212
GAL-ALZ-302,Omega.4.5,2826.39702930335,2883.00664538425
C0168T29,Omega.4.5,2904.11018109766,2954.16919141552
Gal-Int-11_24m,Omega.4.5,2775.88115446919,2901.98601853175
Gal-Int-18_24m,Omega.4.5,2237.52041827151,2249.95001275013
C0524T05,Omega.4.5,2987.73217058221,3139.09537827232
C0524T06,Omega.4.5,2896.68405202768,2985.88836804174
C0524T09,Omega.4.5,2883.99347146604,2608.02747677817
C0524T08,Omega.4.5,2944.2610424278,3031.57687174334
C0743T08,Omega.4.5,3041.15868682918,3125.31165109684
C0524T11,Omega.4.5,3159.47256239744,2897.66259967663
C0743T09,Omega.4.5,2560.78938880962,2980.23824314123
C0524T12,Omega.4.5,2450.68524252074,2619.87412140475
DIA3009,Omega.4.5,2869.05793553382,2710.33415130333
ART3001,Omega.4.5,2584.00220332486,2759.99074202014
CNTO1275PSA3001,Omega.4.5,3067.21494294067,3021.96301030405
CNTO1275PSA3002,Omega.4.5,2572.83576784333,2649.90060638526
DIA3005,Omega.4.5,2816.56784716071,2093.68479770682
DIA3002,Omega.4.5,3031.25410771075,2989.71720452733
DIA3010,Omega.4.5,2983.20842079182,3064.74356626831
DIA3006,Omega.4.5,2949.97853168562,2791.42170375607
DIA3012,Omega.4.5,2739.92176867829,2865.83582841595
DIA3015,Omega.4.5,2701.37255485513,2802.73341994772
28431754DIA3014,Omega.4.5,3021.6043983532,3168.18839519676
28431754DIA3011,Omega.4.5,2764.767256831,2773.8344656154
BI107_210,Omega.5.5,NA,2867.70283502428
BI1245_36,Omega.5.5,2955.48562375113,3214.00038010191
BI1276_1,Omega.5.5,2736.98404424209,2997.25727070115
BI244_2484,Omega.5.5,NA,2995.44736446305
BI248_524,Omega.5.5,NA,2920.10152038834
BI248_525,Omega.5.5,2857.09341839983,3135.80902777016
BI248_622,Omega.5.5,2829.50192118996,2784.08595003222
BI248_629,Omega.5.5,2702.12766103439,2716.73353349175
BI502_254,Omega.5.5,NA,2869.30489467925
BI502_256,Omega.5.5,2758.91154129667,2964.4662963351
BI502_316,Omega.5.5,2430.64322774778,2712.92155711619
BI502_317,Omega.5.5,2840.17504122671,2975.74910715428
BI502_327,Omega.5.5,NA,2667.85619661868
BI502_376,Omega.5.5,NA,2743.96469309326
BI502_391,Omega.5.5,NA,2597.09882754262
BI502_392,Omega.5.5,NA,2935.69270541789
BI502_396,Omega.5.5,NA,3181.66340708125
BI502_397,Omega.5.5,NA,3050.24793069281
BI502_413,Omega.5.5,NA,2983.36700485854
BI502_550,Omega.5.5,2866.11337342493,2949.11712361206
LILLY_B3D_MC_GHAC,Omega.5.5,2853.729202504,3047.59069857409
LILLY_B3D_US_GHBZ,Omega.5.5,NA,2977.58348049013
LILLY_H6D_MC_LVGY,Omega.5.5,NA,3143.83064332246
LILLY_H6D_MC_LVHB,Omega.5.5,NA,3176.66150088046
LILLY_H6D_MC_LVHG,Omega.5.5,NA,3048.81022864079
LILLY_H6D_MC_LVHJ,Omega.5.5,3010.39810902298,3242.94134360408
LILLY_H6D_MC_LVHR,Omega.5.5,NA,2940.5842780181
LILLY_H6D_MC_LVHS,Omega.5.5,NA,3037.44793605823
LILLY_H6D_MC_LVID,Omega.5.5,NA,2825.43203815068
LILLY_H9X_MC_GBCF,Omega.5.5,2912.01240357513,2982.08952514344
LILLY_H9X_MC_GBDA,Omega.5.5,NA,3000.64870105713
LILLY_H9X_MC_GBDB,Omega.5.5,NA,3034.0426418044
LILLY_H9X_MC_GBDC,Omega.5.5,NA,2893.93595732503
LILLY_H9X_MC_GBDD,Omega.5.5,NA,2811.61582411139
LILLY_H9X_MC_GBDE,Omega.5.5,3097.54861138253,3097.89718074956
LILLY_H9X_MC_GBDG,Omega.5.5,2874.0780019003,2832.09933592547
RCHNA25220,Omega.5.5,NA,3184.77213779923
RCHWA19924,Omega.5.5,NA,3015.41624399267
TKASYR322_305,Omega.5.5,2846.56736814592,2842.07563258073
TKASYR322_402,Omega.5.5,NA,2950.51894175988
GSK101468_169,Omega.5.5,3073.35455773177,3077.73708442756
GSK101468_204,Omega.5.5,2416.16279570264,2748.13684426755
GSK101468_205,Omega.5.5,NA,3059.24749513996
GSK101468_249,Omega.5.5,NA,3148.08664314848
GSK200109,Omega.5.5,2907.75530992297,2919.41237063525
GSK200110,Omega.5.5,NA,2994.89330125648
GSK201315,Omega.5.5,3065.14716195956,3138.69392792445
GSKAC4116135,Omega.5.5,NA,2889.16741892145
GSKAVA102670_v02,Omega.5.5,2954.34599051654,2753.08302351533
GSKAVA102672_v02,Omega.5.5,2950.35756313953,3032.98731525961
GSKAVA105640_v02,Omega.5.5,2815.74096905742,2788.89132238101
GSKB2C112060,Omega.5.5,2708.89000707203,2630.2812825775
GSKCOR103561,Omega.5.5,NA,3148.73106252813
GSKDB2113360_v02,Omega.5.5,2784.53459575007,2776.53761943584
GSKFFA112059,Omega.5.5,2924.86916815323,3116.16117167933
GSKFFA115285,Omega.5.5,3005.62966796382,3045.55694700347
GSKHGS1006_C1056_v05,Omega.5.5,NA,3023.15577466303
GSKHGS1006_C1057_v03,Omega.5.5,2787.45667716111,3005.09667369333
GSKMEA115588,Omega.5.5,3031.52587312501,3078.31936174641
GSKROR104836,Omega.5.5,2774.39165578903,3017.85629284997
GAL-ALZ-302,Omega.5.5,NA,NA
C0168T29,Omega.5.5,NA,NA
Gal-Int-11_24m,Omega.5.5,NA,NA
Gal-Int-18_24m,Omega.5.5,NA,NA
C0524T05,Omega.5.5,NA,NA
C0524T06,Omega.5.5,NA,NA
C0524T09,Omega.5.5,NA,NA
C0524T08,Omega.5.5,NA,NA
C0743T08,Omega.5.5,NA,NA
C0524T11,Omega.5.5,NA,NA
C0743T09,Omega.5.5,NA,NA
C0524T12,Omega.5.5,NA,NA
DIA3009,Omega.5.5,NA,NA
ART3001,Omega.5.5,NA,NA
CNTO1275PSA3001,Omega.5.5,NA,NA
CNTO1275PSA3002,Omega.5.5,NA,NA
DIA3005,Omega.5.5,NA,NA
DIA3002,Omega.5.5,NA,NA
DIA3010,Omega.5.5,NA,NA
DIA3006,Omega.5.5,NA,NA
DIA3012,Omega.5.5,NA,NA
DIA3015,Omega.5.5,NA,NA
28431754DIA3014,Omega.5.5,NA,NA
28431754DIA3011,Omega.5.5,NA,NA
BI107_210,Omega.6.5,2883.99414997039,2949.23871175191
BI1245_36,Omega.6.5,3015.98989084423,3088.36537241005
BI1276_1,Omega.6.5,2790.01180103877,2853.07422317603
BI244_2484,Omega.6.5,2991.1582399882,3080.88592067613
BI248_524,Omega.6.5,2642.31147239191,2915.77591497722
BI248_525,Omega.6.5,2820.09479868617,2863.20148779944
BI248_622,Omega.6.5,2823.00298767119,2960.08897214371
BI248_629,Omega.6.5,2953.66128572375,3031.11155587859
BI502_254,Omega.6.5,2693.46440808099,3149.13414886135
BI502_256,Omega.6.5,2775.02853807066,3100.05358589932
BI502_316,Omega.6.5,2759.91487622896,2807.41422380742
BI502_317,Omega.6.5,2533.41100843265,3078.80219958053
BI502_327,Omega.6.5,2987.88301931562,2954.08447451095
BI502_376,Omega.6.5,2832.00360154595,2788.32999508749
BI502_391,Omega.6.5,2726.55797721124,2818.71200790325
BI502_392,Omega.6.5,2908.51296499393,3071.95544947616
BI502_396,Omega.6.5,2529.06818908049,2785.59507845336
BI502_397,Omega.6.5,2829.67681286765,2836.99952654895
BI502_413,Omega.6.5,2947.32107410733,3043.53660225363
BI502_550,Omega.6.5,2958.63448053491,2803.68965879272
LILLY_B3D_MC_GHAC,Omega.6.5,2905.92661723827,2801.36503245043
LILLY_B3D_US_GHBZ,Omega.6.5,2989.13405045803,3000.0790906817
LILLY_H6D_MC_LVGY,Omega.6.5,2906.1170794434,3058.86528636396
LILLY_H6D_MC_LVHB,Omega.6.5,2991.25599708688,2605.64365049514
LILLY_H6D_MC_LVHG,Omega.6.5,2868.60663154931,2994.53275833809
LILLY_H6D_MC_LVHJ,Omega.6.5,3013.45911036537,3078.21900405989
LILLY_H6D_MC_LVHR,Omega.6.5,2868.90747665256,3040.23954212558
LILLY_H6D_MC_LVHS,Omega.6.5,2870.68443645077,2926.30413952266
LILLY_H6D_MC_LVID,Omega.6.5,2837.91371660129,2959.6782239599
LILLY_H9X_MC_GBCF,Omega.6.5,3031.53055961775,2951.42706908769
LILLY_H9X_MC_GBDA,Omega.6.5,2742.23015140874,2676.03541144699
LILLY_H9X_MC_GBDB,Omega.6.5,2941.78089140328,2879.31578242404
LILLY_H9X_MC_GBDC,Omega.6.5,2347.69298092849,2825.07349652996
LILLY_H9X_MC_GBDD,Omega.6.5,2903.96299095788,2913.28177202024
LILLY_H9X_MC_GBDE,Omega.6.5,2989.05076200673,2960.14796522513
LILLY_H9X_MC_GBDG,Omega.6.5,3071.08562738024,3094.4816695782
RCHNA25220,Omega.6.5,2545.35181547518,2774.52290434898
RCHWA19924,Omega.6.5,2964.24117695969,3181.47500650223
TKASYR322_305,Omega.6.5,2969.91741177208,3064.84583704551
TKASYR322_402,Omega.6.5,2785.35358206101,2999.02555588867
GSK101468_169,Omega.6.5,2918.10158579626,3140.06090445337
GSK101468_204,Omega.6.5,2862.47543135472,2916.50596981415
GSK101468_205,Omega.6.5,2587.5296409329,2995.55586370813
GSK101468_249,Omega.6.5,2825.00875917908,3034.19387993765
GSK200109,Omega.6.5,2838.30502262162,2691.16296950667
GSK200110,Omega.6.5,2947.65432939287,2827.48761810706
GSK201315,Omega.6.5,2781.64042299575,3053.44039642477
GSKAC4116135,Omega.6.5,2633.67224645714,2850.12789566461
GSKAVA102670_v02,Omega.6.5,2664.93561409844,3037.21747045067
GSKAVA102672_v02,Omega.6.5,2803.91500061273,2890.47057965997
GSKAVA105640_v02,Omega.6.5,3023.92793123356,3097.04289536918
GSKB2C112060,Omega.6.5,2370.08190560708,2257.29532490268
GSKCOR103561,Omega.6.5,2906.00089738697,2924.60283564215
GSKDB2113360_v02,Omega.6.5,2945.64184921748,3190.45694212875
GSKFFA112059,Omega.6.5,2977.00533379423,3067.38200124606
GSKFFA115285,Omega.6.5,2858.38940934596,2884.65661484182
GSKHGS1006_C1056_v05,Omega.6.5,2633.59459880967,3017.3403604095
GSKHGS1006_C1057_v03,Omega.6.5,2824.73560542265,2939.3628156685
GSKMEA115588,Omega.6.5,2749.79372016161,2859.10089068064
GSKROR104836,Omega.6.5,2615.30998346851,3191.46219049982
GAL-ALZ-302,Omega.6.5,2675.86082002042,3236.20014313988
C0168T29,Omega.6.5,3012.25138141901,3001.87505291789
Gal-Int-11_24m,Omega.6.5,2674.46387522974,2718.85450395414
Gal-Int-18_24m,Omega.6.5,2875.43355882845,2816.6987671031
C0524T05,Omega.6.5,2481.0024748382,2755.25191813474
C0524T06,Omega.6.5,3047.57099143718,2862.2571377787
C0524T09,Omega.6.5,2901.38506060159,2801.3268838137
C0524T08,Omega.6.5,2823.87546191876,2865.99671176938
C0743T08,Omega.6.5,2719.48829076817,2931.3115343596
C0524T11,Omega.6.5,2632.89701438747,2888.92576834726
C0743T09,Omega.6.5,2451.77658210622,2563.31087504231
C0524T12,Omega.6.5,2927.39357234211,2695.56447299018
DIA3009,Omega.6.5,2729.09903357337,2786.95146125919
ART3001,Omega.6.5,2726.00920324347,2790.3446809689
CNTO1275PSA3001,Omega.6.5,2865.95633071103,2842.0318881624
CNTO1275PSA3002,Omega.6.5,2949.46198367789,3043.50574771559
DIA3005,Omega.6.5,2897.65089970972,3052.00384042609
DIA3002,Omega.6.5,2516.77374576983,3201.7197673423
DIA3010,Omega.6.5,2946.94772604805,2934.09871878015
DIA3006,Omega.6.5,2855.0046578611,2889.0579704683
DIA3012,Omega.6.5,2686.85645256375,2736.85480226336
DIA3015,Omega.6.5,2484.85456349596,2408.55693177512
28431754DIA3014,Omega.6.5,2869.72024251364,2628.39628771806
28431754DIA3011,Omega.6.5,2697.03615901435,2988.88449653034
BI107_210,Omega.1.6,2849.44345888565,3004.9873260605
BI1245_36,Omega.1.6,2775.21820568525,3083.36646380714
BI1276_1,Omega.1.6,2860.48387443822,3056.55952931409
BI244_2484,Omega.1.6,2945.36437282924,3091.62683926255
BI248_524,Omega.1.6,2843.42942232225,2905.57880640632
BI248_525,Omega.1.6,2453.7792026484,3225.45875511264
BI248_622,Omega.1.6,2768.44969212155,3050.31665986512
BI248_629,Omega.1.6,2983.37135432599,2866.66447715679
BI502_254,Omega.1.6,2638.54574025838,2705.10151531301
BI502_256,Omega.1.6,2942.73443578138,1994.20006673453
BI502_316,Omega.1.6,2674.66282220477,2818.5233185782
BI502_317,Omega.1.6,2821.2891513453,2719.21830297377
BI502_327,Omega.1.6,2856.50513549271,2940.08252661147
BI502_376,Omega.1.6,2867.3218407897,3016.83769608766
BI502_391,Omega.1.6,2625.58837086035,3113.35084670859
BI502_392,Omega.1.6,2909.8535497794,2904.90404219786
BI502_396,Omega.1.6,2905.06636201746,2425.57351181803
BI502_397,Omega.1.6,2737.81342830412,2950.94154830009
BI502_413,Omega.1.6,2756.0183464179,2839.81357378145
BI502_550,Omega.1.6,2921.67159151469,2970.69757743004
LILLY_B3D_MC_GHAC,Omega.1.6,2696.45704852892,2949.74890167837
LILLY_B3D_US_GHBZ,Omega.1.6,2870.09079513414,3026.7031630223
LILLY_H6D_MC_LVGY,Omega.1.6,2825.11179530083,3077.90067694052
LILLY_H6D_MC_LVHB,Omega.1.6,2964.48846270567,3046.86952896996
LILLY_H6D_MC_LVHG,Omega.1.6,2977.74774814504,3039.57018121088
LILLY_H6D_MC_LVHJ,Omega.1.6,2947.52736355523,3027.6187786125
LILLY_H6D_MC_LVHR,Omega.1.6,2953.5057210841,3091.96276173447
LILLY_H6D_MC_LVHS,Omega.1.6,2358.10361864713,2452.7316966876
LILLY_H6D_MC_LVID,Omega.1.6,2905.94435905384,2745.99414117295
LILLY_H9X_MC_GBCF,Omega.1.6,2957.40633523031,3040.10488991021
LILLY_H9X_MC_GBDA,Omega.1.6,2986.62367190037,2820.02330811587
LILLY_H9X_MC_GBDB,Omega.1.6,3013.69127366307,2915.33806138066
LILLY_H9X_MC_GBDC,Omega.1.6,3029.55817752982,2975.09085427256
LILLY_H9X_MC_GBDD,Omega.1.6,2930.44806018677,2970.96521725037
LILLY_H9X_MC_GBDE,Omega.1.6,2931.97936617886,2958.08700024734
LILLY_H9X_MC_GBDG,Omega.1.6,2709.25775225088,2801.84910742507
RCHNA25220,Omega.1.6,2499.26943557897,2729.67381684221
RCHWA19924,Omega.1.6,2830.04641323086,2932.86205260318
TKASYR322_305,Omega.1.6,2870.20221520911,2969.44724254573
TKASYR322_402,Omega.1.6,2679.93473491311,2808.54114924134
GSK101468_169,Omega.1.6,2982.49545222211,3072.61185398599
GSK101468_204,Omega.1.6,2987.46727569208,2924.28077288707
GSK101468_205,Omega.1.6,2856.36621327986,2926.44453476726
GSK101468_249,Omega.1.6,2792.26862613451,2807.84742197922
GSK200109,Omega.1.6,3010.33580744725,2870.63018031058
GSK200110,Omega.1.6,2945.55096660376,2940.93705148938
GSK201315,Omega.1.6,2977.65328308634,2912.7721498723
GSKAC4116135,Omega.1.6,2770.16742933307,2669.87310074078
GSKAVA102670_v02,Omega.1.6,2921.51916516539,2869.52999106771
GSKAVA102672_v02,Omega.1.6,2689.7071165867,2855.48705253356
GSKAVA105640_v02,Omega.1.6,2989.85514772325,3131.59803149773
GSKB2C112060,Omega.1.6,3032.01453156659,3080.57667280309
GSKCOR103561,Omega.1.6,2525.51248423464,3038.105747211
GSKDB2113360_v02,Omega.1.6,2868.90747665256,2961.60012682538
GSKFFA112059,Omega.1.6,3029.87297599324,3039.90927953589
GSKFFA115285,Omega.1.6,2907.13896066473,3235.30498304533
GSKHGS1006_C1056_v05,Omega.1.6,2874.41076487312,2963.87481695175
GSKHGS1006_C1057_v03,Omega.1.6,2988.2326189625,3095.15898944978
GSKMEA115588,Omega.1.6,2705.48710733587,2564.94974753339
GSKROR104836,Omega.1.6,2940.56774132513,3024.11021266312
