condition_sought,level_name,term,drug_defined_label
thrombo_embolic,pt_name,Cerebrovascular stenosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular stenosis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cerebrovascular surgery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Certain sequelae of myocardial infarction, not elsewhere classified","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Choroidal infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Chronic cerebral circulatory disorder,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Chronic cerebral ischaemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Chronic cerebral ischemia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Chronic P.E.,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Chronic pulmonary embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Chronic vascular insufficiency of intestine,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Circulating thrombus,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Clot blood,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Clotting of extracorporeal circuit,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cockett's syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coeliac artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Collateral arterial circulation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Collateral circulation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Color Doppler scan abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Colour Doppler scan abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Complication of acute stroke,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Compression garment application,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Compression stockings application,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Consumption coagulopathy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Consumptive coagulopathy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Consumptive thrombohaemorrhagic syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Consumptive thrombohemorrhagic syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary angioplasty,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary arterial stent insertion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary artery bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary artery bypass graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary artery embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary artery occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary artery reocclusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary artery surgery,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary artery thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary artery thrombosis prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary bypass,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary bypass thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary embolism,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary endarterectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary occlusion without myocardial infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary revascularisation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary revascularization,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary stent occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary stent placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary stent thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Coronary thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Coronary vascular graft occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cortical blindness transient,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Crossectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Cryoplasty,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,CSF shunt occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,CVA,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Deep phlebothrombosis, antepartum","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Deep phlebothrombosis, antepartum, unspecified as to episode of care","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Deep phlebothrombosis, antepartum, with delivery","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Deep phlebothrombosis, postpartum","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Deep phlebothrombosis, postpartum, unspecified as to episode of care","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,"Deep phlebothrombosis, postpartum, with delivery","Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep thrombophlebitis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep thrombophlebitis of the arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep thrombophlebitis of the leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Deep vein thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep vein thrombosis leg,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Deep vein thrombosis postoperative,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep vein thrombosis recurrent,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis arm,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis distal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis femoral,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis groin,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis NOS,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deep venous thrombosis proximal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Defibrination syndrome,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deterioration of VA temporarily,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Deterioration of visual acuity temporarily,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Device blockage,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Device embolisation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Device embolization,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Device occlusion,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Device related thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,DIC,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Digital arterial thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Digital substraction angiography abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Digital subtraction angiography abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Dilated IVC,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Diplegia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Diplegia of lower limbs,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Diplegia of upper limbs,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Directional Doppler flow tests abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Disorder cerebrovascular,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Dissem. intravasc. coagulation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Disseminated intravacular coagulation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Disseminated intravascular coagulation,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Disseminated intravascular coagulation in newborn,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Doppler ultrasound abnormal,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Double vessel bypass graft,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Drug-eluting coronary stent placement,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,DVT,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,DVT of calf,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,DVT of legs,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,DVT prophylaxis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Effort thrombosis,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Elastic stockings application,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Embolectomy,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Embolia cutis medicamentosa,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Embolic cerebral infarction,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,pt_name,Embolic pneumonia,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
thrombo_embolic,llt_name,Embolic shower,"Thromboembolic disease, atrial fibrillation or valvular heart disease"
