llt_code,pt_name
10011574,CSF protein decreased
10011575,CSF protein increased
10011576,CSF protein normal
10011577,CSF shunt conversion
10011578,CSF shunt irrigation
10011580,CSF shunt removal
10011581,CSF specific gravity
10011582,CSF specific gravity abnormal
10011583,CSF specific gravity decreased
10011584,CSF specific gravity increased
10011585,CSF specific gravity normal
10011586,CSF pressure increased
10011587,CSF valve irrigation
10011588,CSF valve removal
10011589,CSF virus identified
10011590,CSF virus no organisms observed
10011591,CSF white blood cell count
10011592,CSF white blood cell count positive
10011593,CSF white blood cell count negative
10011594,CSF white blood cell count negative
10011595,CSF white blood cell count positive
10011596,CSF white blood cell count
10011597,CSF white blood cell count positive
10011598,CSF white blood cell count negative
10011599,Computerised tomogram
10011600,Computerised tomogram abnormal
10011601,Computerised tomogram head
10011602,Computerised tomogram normal
10011603,Computerised tomogram
10011604,Computerised tomogram abnormal
10011605,Computerised tomogram normal
10011606,Computerised tomogram
10011607,Computerised tomogram abnormal
10011608,Computerised tomogram normal
10011609,Computerised tomogram
10011610,Computerised tomogram abnormal
10011611,Computerised tomogram normal
10011612,Blood copper
10011613,Blood copper decreased
10011614,Blood copper
10011615,Blood copper decreased
10011616,Elbow deformity
10011617,Elbow deformity
10011618,Blood culture
10011619,Blood culture negative
10011620,Blood culture positive
10011621,Culture cervix
10011622,Culture cervix negative
10011623,Culture cervix positive
10011624,Culture
10011625,Culture negative
10011626,Culture positive
10011627,Culture negative
10011628,Culture positive
10011629,Culture stool
10011630,Culture stool negative
10011631,Culture stool positive
10011632,Culture throat
10011633,Culture throat negative
10011634,Culture throat positive
10011635,Culture tissue specimen
10011636,Culture tissue specimen negative
10011637,Culture tissue specimen positive
10011638,Culture urine
10011639,Culture urine negative
10011640,Culture urine positive
10011641,Culture wound
10011642,Culture wound negative
10011643,Culture wound positive
10011644,Optic nerve cupping
10011645,Curetting of chalazion
10011646,Stress ulcer
10011647,Hair texture abnormal
10011648,Spinal deformity
10011649,Spinal deformity
10011650,Spinal deformity
10011651,Pituitary-dependent Cushing's syndrome
10011652,Cushing's syndrome
10011653,Peptic ulcer
10011654,Cushingoid
10011655,Cushingoid
10011656,Cushingoid
10011657,Cushing's syndrome
10011658,Actinomycotic skin infection
10011659,Cutaneous amyloidosis
10011660,Cutaneous anthrax
10011661,Diphtheria
10011662,Mycobacterial infection
10011663,Haemorrhage foetal
10011664,Haemorrhage foetal
10011665,Porphyria non-acute
10011666,Hyperkeratosis
10011667,Dermatitis allergic
10011668,Cutaneous leishmaniasis
10011669,Cutaneous leishmaniasis
10011670,Cutaneous leishmaniasis
10011671,Cutaneous leishmaniasis
10011672,Cutaneous leishmaniasis
10011673,Skin candida
10011674,Cutaneous sarcoidosis
10011675,Schistosomiasis cutaneous
10011676,Cutaneous sporotrichosis
10011677,Mycosis fungoides
10011678,Mycosis fungoides recurrent
10011679,Mycosis fungoides refractory
10011680,Mycosis fungoides stage I
10011681,Mycosis fungoides stage II
10011682,Mycosis fungoides stage III
10011683,Mycosis fungoides stage IV
10011684,Cutaneous tuberculosis
10011685,Urostomy
10011686,Cutaneous vasculitis
10011687,Cutaneous leishmaniasis
10011688,Cutaneous leishmaniasis
10011689,Cutaneous leishmaniasis
10011690,Cutaneous leishmaniasis
10011691,Ehlers-Danlos syndrome
10011692,Cutis laxa
10011693,Cerebrovascular accident
10011694,Central venous pressure increased
10011695,Central venous pressure decreased
10011696,Central venous pressure normal
10011697,Chest X-ray
10011698,Chest X-ray abnormal
10011699,Chest X-ray normal
10011700,Blood cyanide increased
10011701,Blood cyanide decreased
10011702,Cyanosis
10011703,Cyanosis
10011704,Cyanosis central
10011705,Cyanosis neonatal
10011706,Cyanosis
10011707,Cyanosis
10011708,Cyanosis
10011709,Cyanosis
10011710,Cyclic AMP
10011711,Cyclic AMP
10011712,Cyclic AMP abnormal
10011713,Cyclic AMP normal
10011714,Road traffic accident
10011715,Cyclitis
10011716,Affective disorder
10011717,Bipolar I disorder
10011718,Heterophoria
10011719,Cycloplegia
10011720,Cycloplegic refraction
10011721,Cyclosporidium infection
10011723,Cyclothymic disorder
10011724,Cyclothymic disorder
10011725,Affective disorder
10011726,Cyclothymic disorder
10011727,Cyclotron therapy
10011728,Strabismus
10011729,Sweat gland tumour
10011730,Cylindruria
10011731,Cylindruria
10011732,Cyst
10011733,Pancreatic cyst
10011734,Cyst aspiration
10011735,Cyst aspiration
10011736,Breast cyst
10011737,Cyst drainage
10011738,Dermal cyst
10011739,Injection site cyst
10011740,Cyst
10011741,Bartholin's cyst
10011742,Bone cyst
10011743,Bone cyst
10011744,Renal cyst
10011745,Renal cyst
10011746,Ovarian cyst
10011747,Pharyngeal cyst
10011748,Thyroid cyst
10011749,Cyst removal
10011750,Ovarian cyst
10011751,Scleral cyst
10011752,Dermal cyst
10011753,Thyroid adenoma
10011754,Bladder pain
10011755,Cysteine urine present
10011756,Cysteine urine absent
10011757,Taeniasis
10011758,Acne cystic
10011759,Fibrocystic breast disease
10011760,Bile duct stone
10011761,"Cystic eyeball, congenital"
10011762,Cystic fibrosis
10011763,Cystic fibrosis lung
10011764,Cystic fibrosis
10011765,Cystic fibrosis pancreatic
10011766,Cystic fibrosis pancreatic
10011767,Cystic fibrosis gastrointestinal disease
10011768,Cystic fibrosis
10011769,Cystic lymphangioma
10011770,Endometrial hyperplasia
10011771,Congenital cystic kidney disease
10011772,Congenital cystic kidney disease
10011773,Congenital cystic lung
10011775,Taeniasis
10011776,Cystine urine present
10011777,Cystinosis
10011778,Cystinuria
10011779,Cysteine urine absent
10011780,Cystinuria
10011781,Cystitis
10011782,Cystitis
10011783,Cystitis
10011784,Cystitis
10011785,Cystitis
10011786,Cystitis
10011787,Cystitis
10011788,Cystitis glandularis
10011789,Cystitis escherichia
10011790,Cystitis escherichia
10011791,Fungal cystitis
10011792,Cystitis gonococcal
10011793,Cystitis haemorrhagic
10011794,Cystitis haemorrhagic
10011795,Cystitis
10011796,Cystitis interstitial
10011797,Cystitis klebsiella
10011798,Cystitis
10011799,Cystitis pseudomonal
10011800,Cystitis radiation
10011801,Cystitis ulcerative
10011802,Cystitis
10011803,Cystocele
10011804,Cystogram
10011805,Cystogram abnormal
10011806,Cystogram normal
10011807,Cystogram
10011808,Cystogram
10011809,Cystogram abnormal
10011810,Cystogram normal
10011811,Macular degeneration
10011812,Neoplasm
10011813,Phyllodes tumour
10011814,Cystoscopy
10011815,Cystoscopy abnormal
10011816,Cystoscopy normal
10011817,Cystostomy
10011818,Cystoscopy
10011819,Eyelid cyst
10011820,Iris cyst
10011821,Mouth cyst
10011823,Colony stimulating factor prophylaxis
10011825,Cytomegalovirus infection
10011826,Encephalitis cytomegalovirus
10011828,Congenital cytomegalovirus infection
10011829,Encephalitis cytomegalovirus
10011830,Cytomegalovirus hepatitis
10011831,Cytomegalovirus infection
10011832,Congenital cytomegalovirus infection
10011833,Pneumonia cytomegaloviral
10011834,Cytomegalovirus mononucleosis
10011835,Cytomegalovirus chorioretinitis
10011836,Cytomegalovirus infection
10011837,Cytotoxic cardiomyopathy
10011838,Uterine dilation and curettage
10011839,Hypervitaminosis D
10011840,Dacryoadenitis acquired
10011841,Dacryoadenitis acquired
10011842,Dacryoadenitis acquired
10011843,Dacryocanaliculitis
10011844,Dacryocystitis
10011845,Dacryocystitis
10011846,Dacryocystitis
10011847,Dacryocystorhinostomy
10011848,Dacryolith
10011849,Lacrimal disorder
10011850,Dacryostenosis congenital
10011851,Cows milk free diet
10011852,Cow's milk intolerance
10011853,Liver injury
10011854,Traumatic delivery
10011855,Traumatic delivery
10011856,Traumatic delivery
10011857,Post abortion complication
10011858,Damp housing
10011859,Dandruff
10011860,Keratosis follicular
10011861,Delayed dark adaptation
10011862,Macule
10011863,Chloasma
10011864,Skin discolouration
10011865,Somnolence
10011866,Blood pressure diastolic
10011867,Blood pressure diastolic decreased
10011868,Blood pressure diastolic increased
10011869,Cardioversion
10011870,Drug reaction with eosinophilia and systemic symptoms
10011871,Fanconi syndrome
10011872,Foetal death
10011873,Death
10011874,Deafness
10011875,Deaf mutism
10011876,Deaf mutism
10011877,Deaf mutism
10011878,Deafness
10011880,Deafness bilateral
10011881,Conductive deafness
10011882,Deafness congenital
10011883,Presbyacusis
10011884,Deafness occupational
10011885,Deafness neurosensory
10011886,Deafness unilateral
10011887,Conductive deafness
10011888,Conductive deafness
10011889,Deafness neurosensory
10011890,Deafness neurosensory
10011891,Deafness neurosensory
10011892,Deafness
10011893,Deafness occupational
10011894,Deafness permanent
10011895,Deafness permanent
10011896,Deafness permanent
10011897,Deafness transitory
10011898,Deafness unilateral
10011899,Deafness transitory
10011900,Deafness transitory
10011901,Deafness transitory
10011902,Deafness transitory
10011903,Deafness traumatic
10011904,Deafness traumatic
10011905,Deafness traumatic
10011906,Death
10011908,Foetal death
10011909,Foetal death
10011910,Sudden infant death syndrome
10011911,Foetal death
10011912,Death neonatal
10011913,Death neonatal
10011914,Death
10011915,Sudden death
10011916,Death of relative
10011917,Death of relative
10011918,Death of relative
10011919,Death of companion
10011920,Death of relative
10011921,Death of relative
10011922,Death of companion
10011923,Death of relative
10011924,Death of relative
10011925,Death of relative
10011926,Death of relative
10011927,Death of relative
10011928,Death of relative
10011929,Death of relative
10011930,Death of pet
10011931,Death of relative
10011932,Death of relative
10011933,Death of relative
10011934,Death of relative
10011935,Death of relative
10011936,Death of relative
10011937,Death of relative
10011938,Sudden death
10011939,Sudden infant death syndrome
10011940,Death
10011941,Death
10011942,Asthenia
10011943,Asthenia
10011944,Asthenia
10011945,Glycogen storage disease type III
10011946,Bone fragmentation
10011947,Dental caries
10011948,Skin discolouration
10011949,Cardiac failure
10011950,Cardiac failure
10011951,Decompression sickness
10011952,Coordination abnormal
10011953,Decreased activity
10011955,HIV antibody negative
10011956,Coagulation time shortened
10011958,Blood glucose decreased
10011959,Drug level decreased
10011960,Urine output decreased
10011961,Interferon gamma decreased
10011962,Immunoglobulins decreased
10011963,High density lipoprotein decreased
10011964,Haemoglobin decreased
10011965,Blood immunoglobulin A decreased
10011966,Blood immunoglobulin G decreased
10011967,Blood immunoglobulin M decreased
10011968,Decreased immune responsiveness
10011969,Immunoglobulins decreased
10011970,International normalised ratio decreased
10011971,Decreased interest
10011972,Low density lipoprotein decreased
10011973,Hypotonia
10011974,Night blindness
10011976,Blood fibrinogen decreased
10011977,Red blood cell count decreased
10011978,Vascular resistance systemic decreased
10011979,Drug tolerance decreased
10011980,Blood thyroid stimulating hormone decreased
10011981,Electrocardiogram QT shortened
10011982,White blood cell count decreased
10011983,Decubitus ulcer
10011984,Angina unstable
10011985,Decubitus ulcer
10011986,Chondrosarcoma
10011987,Chondrosarcoma metastatic
10011988,Chondrosarcoma recurrent
10011989,Chondrosarcoma
10011990,Dyspareunia
10011991,Burns third degree
10011992,Burns third degree
10011993,Burns third degree
10011994,Burns third degree
10011995,Burns third degree
10011996,Burns third degree
10011997,Burns third degree
10011998,Burns third degree
10011999,Burns third degree
10012000,Burns third degree
10012001,Burns third degree
10012002,Burns third degree
10012003,Burns third degree
10012004,Burns third degree
10012005,Burns third degree
10012006,Burns third degree
10012007,Burns third degree
10012008,Burns third degree
10012009,Burns third degree
10012010,Burns third degree
10012011,Burns third degree
10012012,Burns third degree
10012013,Burns third degree
10012014,Burns third degree
10012015,Burns third degree
10012016,Burns third degree
10012017,Burns third degree
10012018,Burns third degree
10012019,Burns third degree
10012020,Burns third degree
10012021,Burns third degree
10012022,Burns third degree
10012023,Burns third degree
10012024,Burns third degree
10012025,Burns third degree
10012026,Burns third degree
10012027,Burns third degree
10012028,Burns third degree
10012029,Burns third degree
10012030,Burns third degree
10012031,Burns third degree
10012032,Burns third degree
10012033,Burns third degree
10012034,Burns third degree
10012035,Burns third degree
10012036,Burns third degree
10012037,Burns third degree
10012038,Burns third degree
10012039,Burns third degree
10012040,Burns third degree
10012041,Burns third degree
10012042,Burns third degree
10012043,Burns third degree
10012044,Burns third degree
10012045,Burns third degree
10012046,Burns third degree
10012047,Burns third degree
10012048,Burns third degree
10012049,Burns third degree
10012050,Burns third degree
10012051,Burns third degree
10012052,Burns third degree
10012053,Burns third degree
10012054,Burns third degree
10012055,Burns third degree
10012056,Burns third degree
10012057,Burns third degree
10012058,Burns third degree
10012059,Burns third degree
10012060,Burns third degree
10012061,Burns third degree
10012062,Burns third degree
10012063,Burns third degree
10012064,Burns third degree
10012065,Burns third degree
10012066,Burns third degree
10012067,Burns third degree
10012068,Burns third degree
10012069,Burns third degree
10012070,Burns third degree
10012071,Burns third degree
10012072,Burns third degree
10012073,Burns third degree
10012074,Burns third degree
10012075,Burns third degree
10012076,Burns third degree
10012077,Burns third degree
10012078,Burns third degree
